Timestamp,Year,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your Education Background related to your current job?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team?,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
19/09/2021 21:13:50,2021,Male,23,Malaysian,Malaysia,Perak,Taiping,Undergraduate Degree,Information Technology,University Utara Malaysia,Yes,No,No,,,DevSecOps Intern,MYR,2000.00,0.00,0,21,"Remote Work, Employee Discount, Learning and Development, Company Laptop","Git, GitLab, Docker, SonarQube, Jenkins, Postgres","Kuala Lumpur, Malaysia",Financial Services,"1,001-10,000 employees",2 - 10 people,,9,< 1,1,2000,
30/07/2021 20:30:49,2021,Male,33,Malaysian,Malaysia,Kuala Lumpur,Sentul,Undergraduate Degree,Computer Science,University Teknologi Malaysia,Yes,No,No,,,Lead Software Developer,MYR,11000.00,0.00,0,24,"Health Insurance, Life Insurance, Employee Assistance Program, Paternity Leave, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement",.net,kl,printing,"1,001-10,000 employees",11 - 50 people,,8,12,5,2000,
08/03/2022 00:42:36,2022,Male,41,Malaysian,Malaysia,Kuala Lumpur,Kepong,Undergraduate Degree,Computer Science,University Malaya,Yes,No,No,,,Head of Engineering,MYR,25000.00,"150,000.00",0,24,"Health Insurance, Life Insurance, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development, Company Laptop, Phone Bill Reimbursement, Annual Flexi Allowance","Spring Boot, React Native","KL, MY",Financial Services,">10,000employees",200+ people,,8,15,5,2000,
31/07/2021 08:13:27,2021,Male,38,Malaysian,Malaysia,Selangor,Sepang,Undergraduate Degree,,University Teknologi Malaysia,Yes,No,No,,,Software Developer,MYR,9500.00,"16,000.00",,25,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Learning and Development, Tuition Reimbursement, Transport/Parking Allowance, Company Laptop, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","PHP, Laravel, Vuejs",Putrajaya,Government and Government Linked Companies (GLC),51-200 employees,2 - 10 people,,8,15,4,2000,
27/07/2021 04:54:55,2021,Male,24,Malaysian,Malaysia,Kuala Lumpur,Cheras,SPM,None,TSUN JIN HIGH SCHOOL,No,Yes,No,,,Software Developer,MYR,4000.00,0.00,0,0,Self Employed,"Python , Javascript , MYSQL , PHP","KL, Malaysia",Financial Services,1-10 employees,Team of 1,,10,3,2,2000,
27/07/2021 00:10:42,2021,Male,27,Malaysian,Malaysia,Kedah,Gurun,Undergraduate Degree,Information Technology,MARA Technology University,Yes,No,No,,,Software Developer,MYR,1300.00,0.00,150,8,None Listed,PHP,"Gurun, Kedah","Media, Creative Industries",1-10 employees,2 - 10 people,,1,3,2,2000,
26/07/2021 21:30:09,2021,Male,31,Malaysian,Malaysia,Kedah,Sungai Petani,Undergraduate Degree,Computer Science,Tunku Abdul Rahman University College,Yes,No,No,,,Frontend Developer,MYR,4800.00,"4,800.00",0,12,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development, Transport Allowance, Company Laptop","React,Javascript,CSS,Frontend","Penang, Malaysia",Business,1-10 employees,2 - 10 people,Easywork,5,6,3,2000,
26/07/2021 21:02:05,2021,Male,25,Malaysian,Malaysia,Sarawak,Kuching,Undergraduate Degree,Computational Science,University Malaysia Sarawak,Yes,No,No,,,Engineering Technology Coordinator,MYR,2000.00,0.00,0,14,"Health Insurance, Sick Time (Unlimited)",Documentation and website development,Sarawak kuching,Government and Government Linked Companies (GLC),11-50 employees,2 - 10 people,Socoe,3,1 year,32,2000,
26/07/2021 21:46:17,2021,Male,28,Malaysian,Malaysia,Sarawak,Miri,Undergraduate Degree,Computer Science,University Malaysia Sarawak,Yes,No,No,,,IT Executive,MYR,3300.00,0.00,0,14,"Health Insurance, Remote Work, Employee Discount, Learning and Development, Company Laptop, Company Phones","C#,NodeJS,Raspberry Pi, Android, Flutter","SARAWAK, MALAYSIA",Retail / ecommerce,201-1000 employees,11 - 50 people,,8,4,0,2000,
26/07/2021 21:31:17,2021,Male,37,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Information Technology,University Kebangsaan Malaysia,Yes,No,No,,,Senior Software Developer,MYR,12190.00,"12,000.00",0,14,"Health Insurance, Paternity Leave, Company Laptop","Aws, javascript",Selangor,gis,11-50 employees,2 - 10 people,,8,12,3,2000,
27/07/2021 09:16:33,2021,Male,26,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",A-Level,Sunway University,No,Yes,No,Next Academy,,Full-Stack Software Developer,MYR,4725.00,0.00,,17,Employee Discount,"NodeJS, HTML, CSS, JS, Firebase, Linux, Git, AngularJS","Kuala Lumpur, Malaysia",Healthcare,51-200 employees,2 - 10 people,,9,4,0,2000,
26/07/2021 23:20:27,2021,Female,37,Malaysian,Malaysia,Pulau Pinang,Georgetown,Undergraduate Degree,Information Technology,Aimst University,Yes,No,No,,,"Team Lead, Software Engineer",MYR,9000.00,"9,000.00",0,18,"Health Insurance, Life Insurance, Maternity Leave, Transport Allowance","Jira, Bitbucket, Deploybot,","Penang, Malaysia","Transport, Logistics",51-200 employees,11 - 50 people,,7,12,3,2000,
27/07/2021 23:28:24,2021,Male,35,Malaysian,Malaysia,Negeri Sembilan,Lenggeng,Undergraduate Degree,Science,University Malaya,No,No,No,,,Backend Developer,MYR,11000.00,0.00,0,0,"Sick Time (Unlimited), Free Drinks, Company Laptop","Php, Laravel, MySQL, AWS, Docker, Git","Cyberjaya, Selangor, Malaysia",IT,201-1000 employees,2 - 10 people,,8,11,4,2100,MYR
01/08/2021 11:29:58,2021,Female,41,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Information Technology,University Tenaga Nasional,Yes,No,No,,,Product Manager,MYR,11000.00,"2,200.00",0,16,"Health Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Tuition Reimbursement, Transport/Parking Allowance, Company Laptop, Optical/Eye-wear claims",Laptop,"Kuala Lumpur, Malaysia","Media, Creative Industries",51-200 employees,2 - 10 people,,7,18,8,2100,
04/03/2022 18:07:25,2022,Male,23,Malaysian,Malaysia,Selangor,Mont Kiara,Diploma,,,No,No,No,,,Software Engineer,MYR,5800.00,0.00,0,21,"Remote Work, Learning and Development, Transport/Parking Allowance, Company Laptop, Optical/Eye-wear claims",Ruby on Rails,Selangor,Data,11-50 employees,2 - 10 people,,6,2.5,2,2100,
26/07/2021 21:08:54,2021,Male,37,Malaysian,Malaysia,Selangor,Cyberjaya,Undergraduate Degree,Bachelor of Mathematics,University Sains Malaysia,No,No,No,,,"Team Lead, Software Engineer",MYR,8190.00,0.00,0,18,"Health Insurance, Life Insurance, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Learning and Development",Django,"Kuala Lumpur, Malaysia",Information Security,51-200 employees,2 - 10 people,,7,14,7,2100,
27/07/2021 01:40:12,2021,Male,34,Malaysian,Malaysia,Kuala Lumpur,Wangsa Maju,Undergraduate Degree,Information Technology,University Selangor,Yes,No,No,,,Assistant Project Manager,MYR,8800.00,"60,000.00",0,18,"Health Insurance, Life Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Lunch, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement","C#, Angular, React","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,7,10,2,2100,
27/02/2022 10:15:34,2022,Female,24,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Computer Science,University Teknikal Malaysia Melaka,Yes,No,Yes,,RapidMiner Analyst Professional Certificate,Software Developer,MYR,2400.00,0.00,0,8,"Free Lunch, Free Snacks, Free Drinks, Company Laptop",PHP Yii,Cheras,"Public Service, Social Service",11-50 employees,2 - 10 people,,7,0,0,2200,MYR
28/07/2021 23:28:27,2021,Female,24,Malaysian,Malaysia,Selangor,Ampang,Undergraduate Degree,,,Yes,No,No,,,Software Developer,MYR,2400.00,"2,000.00",0,12,"Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Company Laptop","django, pyhton, laravel,",selangor malaysia,"Energy, Utilities",51-200 employees,2 - 10 people,,8,1,0,2200,MYR
31/07/2021 00:08:54,2021,Male,27,Malaysian,Malaysia,Selangor,Batu Arang,Diploma,Internet Technology,Tunku Abdul Rahman University College,Yes,No,No,,,Software Developer,MYR,2200.00,0.00,0,14,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, remote work during pandemic covid","php, python, js, django, laravel, raspberrypi, machine learning, opencv, mysql and more","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,Tamco,7,less than 3 years,2,2200,
18/01/2022 20:55:27,2022,Male,43,Malaysian,Malaysia,Kuala Lumpur,Cheras,Undergraduate Degree,Computer Science,University Sains Malaysia,Yes,No,No,,,Lead R&D Software Engineer,MYR,13000.00,0.00,0,14,"Health Insurance, Dental Claim, Remote Work, Company Laptop","Python, Java","Petaling Jaya, Selangor",Software / Service Provider,11-50 employees,2 - 10 people,,10,22,7,2200,
21/02/2022 23:25:47,2022,Male,28,Malaysian,Malaysia,Sarawak,Kuching,Undergraduate Degree,Information Technology,Swinburne University of Technology,Yes,No,No,,,Software Engineer,MYR,3750.00,"7,500.00",0,18,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Sick Time (Unlimited), Gym/Wellness Reimbursement, Company Laptop","Java, MySQL, Spring, Hibernate","Sarawak, Malaysia",Information Technology,201-1000 employees,2 - 10 people,,7,6,0,2200,
28/07/2021 08:22:58,2021,Male,36,Malaysian,Malaysia,Pulau Pinang,Georgetown,Undergraduate Degree,Computer Science,Deakin University,Yes,No,No,,,Software Engineer,MYR,6300.00,0.00,0,20,"Health Insurance, Dental Claim, Maternity Leave, Company Laptop","PHP, C#","Georgetown, Malaysia",Systems Integrator,201-1000 employees,2 - 10 people,,5,15,1,2200,
31/10/2021 21:09:56,2021,Male,25,Malaysian,Malaysia,Selangor,Klang,Undergraduate Degree,Computer Science,University Malaysia Pahang,Yes,No,No,,,Associates Software Engineer (Quality Assurance),MYR,3200.00,0.00,0,18,"Health Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Broadband/Home Internet Reimbursement, Professional Membership Subsidy/Sponsor","FE (Mobile) : java, swift BE : ruby, postgresql, FE(web): React, elixir. DEVOPS: aws, kubernates. DS: PYTHON. AUTOMATION TEST : groovy (Katalon)","KL, MY",Retail / ecommerce,51-200 employees,11 - 50 people,FAVE,7,2,1,2200,
26/07/2021 21:29:09,2021,Male,21,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Information Technology,INTI International University College,Yes,Yes,No,Hacking and Security Vulnerability Management,,Associate Penetration Tester,MYR,4700.00,0.00,0,20,"Health Insurance, Life Insurance, Dental Insurance, Vacation/Personal Days, Free Breakfast, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop",Laptop,Bukit Jalil,Entertainment,"1,001-10,000 employees",2 - 10 people,Astro,9,1,2,2200,
15/08/2021 00:30:15,2021,Female,33,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Bioinformatic,University Malaya,Yes,No,No,,,Mobile Apps Developer,MYR,9500.00,0.00,0,14,"Maternity Leave, Paternity Leave, Remote Work",Mobile development,Subang jaya,Communication,201-1000 employees,11 - 50 people,,6,10,4,2300,
28/07/2021 01:18:40,2021,Female,28,Malaysian,Malaysia,Selangor,Confidential,Masters Degree,,,Yes,No,No,,,Data Analyst,MYR,4300.00,Confidential,,14,"Health Insurance, Vacation/Personal Days, Learning and Development, Company Laptop, Phone Bill Reimbursement",Qlikview,"Selangor, Malaysia",Food and beverages,"1,001-10,000 employees",2 - 10 people,,7,3,2,2300,
08/11/2021 18:46:51,2021,Female,27,Malaysian,Malaysia,Kuala Lumpur,Sentul,Undergraduate Degree,Information Technology,International Islamic University Malaysia,Yes,No,No,,,Frontend Developer,MYR,5100.00,Confidential,,14,"Health Insurance, Life Insurance, Maternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop",Angular,"Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",">10,000employees",11 - 50 people,,10,4,3,2300,
27/10/2021 20:55:33,2021,Female,24,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Medical Biotechnology,International Islamic University Malaysia,No,Yes,No,Full-Stack Web Development - Next Academy,,Junior Software Developer,MYR,2800.00,0.00,0,15,Remote Work,"ReactJS, Apollo GraphQL, NextJS","Selangor, Malaysia",Influencer Marketing,11-50 employees,2 - 10 people,,6,1.5,0,2300,
19/12/2021 01:54:25,2021,Male,35,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Computer Science,Tunku Abdul Rahman University College,Yes,No,No,,,Senior Software Engineer,MYR,9500.00,"10,000.00",,20,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Sick Time (Unlimited), Remote Work, Learning and Development, Company Laptop, Optical/Eye-wear claims","C, jenkins,","KL, Malaysia",Communication,"1,001-10,000 employees",2 - 10 people,,6,10,3,2300,
29/07/2021 14:26:53,2021,Male,29,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Computer Science,University Malaysia Sarawak,Yes,No,No,,,Frontend Developer,MYR,7500.00,"20,000.00",0,21,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Annual Flexi Allowance",Javascript,"Kuala Lumpur, Malaysia",Financial Services,">10,000employees",11 - 50 people,,5,4,2,2300,
26/07/2021 21:50:21,2021,Male,30,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Computer Science,DePaul University,Yes,No,No,,,Full-Stack Software Developer,MYR,12500.00,0.00,0,12,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Company Laptop","Nodejs, Reactjs, microservice","Kuala Lumpur, Malaysia",Financial Services,201-1000 employees,2 - 10 people,Setel Ventures Sdn Bhd,8,6,5,2300,
27/07/2021 16:48:14,2021,Male,25,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Information Technology,International Islamic University Malaysia,Yes,Yes,No,Udemy,,Software Developer,MYR,3000.00,300.00,0,14,"Health Insurance, Maternity Leave, Paternity Leave, Employee Discount, Company Laptop","Jira, Slack, Bitbucket, VSCode","Kuala Lumpur, Malaysia",Retail / ecommerce,51-200 employees,2 - 10 people,,6,2,1,2300,
27/07/2021 16:47:46,2021,Male,28,Malaysian,Malaysia,Johor,Johor Bahru,Undergraduate Degree,Computer Science,Malaysia Multimedia University,Yes,No,No,,,Software Engineer,MYR,4000.00,0.00,,14,"Health Insurance, Sick Time (Unlimited), Remote Work, Company Laptop","ANGULAR, JAVA","JOHOR BAHRU, MALAYSIA","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,,8,1.5,1,2300,
26/07/2021 21:52:09,2021,Male,28,Malaysian,Malaysia,Pulau Pinang,Georgetown,Undergraduate Degree,Computer Science,University of Greenwich,Yes,No,No,,,Software Engineer,MYR,5500.00,"11,000.00",0,16,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Learning and Development, Company Laptop","Vue, Net core, Tensorflow","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,Keysight Technologies,6,5,5,2300,
27/07/2021 02:24:38,2021,Male,27,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Business Information System,Sunway University,Yes,No,No,,,Senior Backend Developer,MYR,6250.00,"6,250.00",0,18,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Employee Discount, Company Laptop","C#, .NET CORE, Aliyun Analytic DB, PolarDB, HBase, RabbitMQ, Redis","Kuala Lumpur, Malaysia",Games,51-200 employees,11 - 50 people,,8,4,1,2350,
08/08/2021 13:37:19,2021,Male,25,Malaysian,Malaysia,Kuala Lumpur,Confidential,SPM,,,No,No,No,,,Frontend Developer,MYR,4000.00,"4,000.00",0,7,"Dental Claim, Company Laptop",JavaScript,Kuala Lumpur,Business,201-1000 employees,2 - 10 people,,5,1.5,1,2400,MYR
05/03/2022 14:40:53,2022,Male,28,Malaysian,Malaysia,Selangor,Confidential,Undergraduate Degree,,,Yes,No,No,,,IT Executive,MYR,2800.00,0.00,0,14,Dental Claim,Java web,"Selangor, malaysia",Healthcare,51-200 employees,2 - 10 people,,3,6,2,2400,
27/07/2021 00:35:24,2021,Male,27,Malaysian,Heard Island and McDonald Islands,Confidential,Confidential,Undergraduate Degree,Electrical & Electronic Engineering,University Teknologi Malaysia,Yes,No,No,,,R&D Software Engineer,MYR,2400.00,0.00,,0,"Dental Insurance, Sick Time (Unlimited), Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Remote Work, Employee Discount, Learning and Development, Transport Allowance, Company Laptop",PLC,KL,"Industrials (Manufacturing, Construction, etc.)",1-10 employees,2 - 10 people,,10,3,0,2400,
26/07/2021 23:02:07,2021,Male,31,Other,Malaysia,Kuala Lumpur,Confidential,Undergraduate Degree,,,Yes,No,No,,,"Team Lead, Software Engineer",MYR,24000.00,"20,000.00",,12,"Health Insurance, Paternity Leave, Sick Time (Unlimited), Remote Work, Employee Discount, Learning and Development",javascript,Singapore,Financial Services,201-1000 employees,11 - 50 people,,8,10,6,2400,
26/07/2021 21:24:24,2021,Male,36,Malaysian,Malaysia,Selangor,Damansara Utama,Undergraduate Degree,Information System Engineering,Tunku Abdul Rahman University College,Yes,No,No,,,"Team Lead, Software Engineer",MYR,12000.00,0.00,0,14,Learning and Development,.NET,"Selangor, Malaysia",Software House,11-50 employees,2 - 10 people,,5,14,4,2400,
26/07/2021 21:58:19,2021,Male,27,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Chemical Engineering,The University of Queensland,No,Yes,Yes,Data Engineering - Fussionex,Microsoft Azure Certified,Data Engineer,MYR,5050.00,"5,300.00",0,14,"Health Insurance, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Transport Allowance, Company Laptop","Kafka, Nifi, SQL, Power BI, SAP, SSIS","Shah Alam, Selangor",Retail / ecommerce,51-200 employees,2 - 10 people,,5,3 years,2,2400,
27/07/2021 10:40:27,2021,Male,36,Malaysian,Malaysia,Putrajaya,Putrajaya,Undergraduate Degree,,,Yes,No,No,,,Lead Software Developer,MYR,12000.00,Confidential,,14,"Paternity Leave, Company Laptop","Node, php, sas",Putrajaya,"Data Infrastructure, Telecom",201-1000 employees,2 - 10 people,,10,8,3,2400,
26/07/2021 20:11:30,2021,Male,31,Malaysian,Malaysia,Kuala Lumpur,Gombak,Undergraduate Degree,Information Technology,Malaysia Multimedia University,Yes,No,No,,,Full-Stack Software Developer,MYR,11000.00,0.00,0,16,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Learning and Development","Php, javascript, mysql",PJ,"Media, Creative Industries",201-1000 employees,2 - 10 people,,8,8,4,2400,
27/07/2021 10:11:09,2021,Male,38,Malaysian,Malaysia,Selangor,Batu Caves,Masters Degree,Data Analytics,International Islamic University Malaysia,Yes,No,No,,,Senior Solution Architect,MYR,26500.00,"70,000.00",,24,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Company Phones, Immigration Assistance","AI/ML, Python, Dataiku, Hadoop, Oracle","London, UK",Financial Services,"1,001-10,000 employees",2 - 10 people,Global Bank,7,13,4,2400,
20/12/2021 17:01:45,2021,Male,33,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Computer Science,Staffordshire University,Yes,No,No,,,"Team Lead, Software Engineer",MYR,15000.00,0.00,0,0,Remote Work,PHP,"Kuala Lumpur, Malaysia",Communication,1-10 employees,2 - 10 people,,7,02,3,2500,MYR
11/10/2021 15:38:18,2021,Male,32,Malaysian,Malaysia,Kuala Lumpur,Wangsa Maju,Undergraduate Degree,,Tunku Abdul Rahman University College,Yes,No,No,,,Software Developer,MYR,10000.00,0.00,,0,freedom,.net,k.l,Retail / ecommerce,Self-employed,Team of 1,,8,10,4,2500,MYR
17/03/2022 11:13:58,2022,Male,37,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Information Technology,University Putra Malaysia,Yes,No,No,,,Senior Fullstack Engineer,MYR,13000.00,Confidential,,12,"Remote Work, Company Laptop","Reactjs, vuejs, .net core, cubejs, nodejs, kubernete, docker, rest api","Shah Alam, Selangor","Data Infrastructure, Telecom",51-200 employees,11 - 50 people,,9,15,8,2500,MYR
23/02/2022 09:10:22,2022,Male,25,Malaysian,Malaysia,Negeri Sembilan,Nilai,Undergraduate Degree,Information Technology,INTI International University College,Yes,No,Yes,,Ccna,Business Analyst,MYR,3000.00,0.00,0,14,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Free Drinks, Gym/Wellness Reimbursement, Learning and Development, Transport/Parking Allowance, Phone Bill Reimbursement","Microsoft 365, company internal software",Puchong,"Industrials (Manufacturing, Construction, etc.)",11-50 employees,11 - 50 people,,7,7 months,1,2500,
03/02/2022 22:02:37,2022,Female,31,Malaysian,Malaysia,Selangor,Setapak,Undergraduate Degree,Computer Science,University Putra Malaysia,Yes,No,No,,,Software Engineer,MYR,5400.00,0.00,0,14,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Remote Work, Optical/Eye-wear claims","Java, sql",Bangsar south,Financial Services,"1,001-10,000 employees",2 - 10 people,,4,6,1,2500,
07/09/2021 21:09:46,2021,Male,28,Malaysian,Malaysia,Kuala Lumpur,Kepong,Undergraduate Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,No,,,assistant manager,MYR,5500.00,0.00,0,14,"Health Insurance, Maternity Leave, Company Laptop",".NET, XAMARIN","Selangor,Malaysia","Energy, Utilities",11-50 employees,2 - 10 people,Powercomp automation sdn bhd,5,6,0,2500,
29/07/2021 20:28:47,2021,Male,30,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Computer Science,UOW KDU Malaysia University & College,Yes,No,No,,,"Team Lead, Software Engineer",MYR,8000.00,0.00,0,14,"Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Gym/Wellness Reimbursement, Tuition Reimbursement, Company Laptop","Python, JS, Cloud Run, PSQL, HTML, CSS, Futter, Nosql","Selangor, Malaysia",Auto Vehicles,1-10 employees,2 - 10 people,,10,8,2,2500,
23/10/2021 12:29:43,2021,Male,29,Malaysian,Malaysia,Selangor,Klang,Undergraduate Degree,Computer Game Development,Asia Pacific University,Yes,Yes,No,Udemy - Practical React Native,,Frontend Developer,MYR,5300.00,"5,300.00",0,14,"Health Insurance, Maternity Leave, Paternity Leave, Transport/Parking Allowance, Company Laptop, Optical/Eye-wear claims","Javascript, html, css, react, react native","Selangor, Malaysia",Retail / ecommerce,1-10 employees,2 - 10 people,,5,1,3,2500,
18/08/2021 13:47:03,2021,Male,36,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Computer Science,University Teknologi Malaysia,Yes,No,No,,,Senior Software Engineer,MYR,7000.00,"10,000.00",0,14,Employee Assistance Program,"Ruby on Rails, Ruby, Postgresql, bash, shell",Selangor,Communication,1-10 employees,2 - 10 people,DNSVault,6,7,2,2500,
15/01/2022 22:03:51,2022,Male,27,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Data Communication and Networking,MARA Technology University,Yes,No,Yes,,CCNA,Senior Application Analyst,MYR,6160.00,"7,600.00",,14,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Annual Flexi Allowance, Optical/Eye-wear claims, Professional Membership Subsidy/Sponsor","Java Spring, AngularJS","Selangor, Malaysia","Professional Services (Law, Consulting, etc.)",">10,000employees",11 - 50 people,,8,3,2,2500,
27/07/2021 22:50:40,2021,Male,33,Malaysian,Malaysia,Selangor,Subang Jaya,Masters Degree,Business Analytics,Loughborough university,Yes,No,No,,,Senior Data Analyst,MYR,5000.00,"10,000.00",,14,"Health Insurance, Company Laptop, Broadband/Home Internet Reimbursement","SQL, python, power bi","Kuala lumpjr, malaysia","Professional Services (Law, Consulting, etc.)",">10,000employees",2 - 10 people,,7,1.5,1,2500,
31/07/2021 19:19:00,2021,Male,36,Malaysian,Malaysia,Selangor,Rawang,Masters Degree,Science,University Teknologi Malaysia,Yes,No,No,,,Software Engineer,MYR,8000.00,0.00,0,16,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Learning and Development, Company Laptop","Typescript, PHP","Kuala Lumpur, Malaysia",Human Resources,201-1000 employees,2 - 10 people,,8,7,2,2500,
29/01/2022 12:32:19,2022,Male,31,Indonesian,Malaysia,Sarawak,Kuching,Masters Degree,Science,Swinburne University of Technology,Yes,No,No,,,Senior Software Developer,MYR,6000.00,"6,000.00",,16,"Company Laptop, Immigration Assistance","Javascript, java, postgres, centos, nodejs",Kuching,Government and Government Linked Companies (GLC),1-10 employees,2 - 10 people,,5,7,1,2500,
07/11/2021 09:47:09,2021,Male,32,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Hshhs,Hshshhs,Yes,No,No,,,Software engineer,MYR,11350.00,"22,700.00",,16,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave",C#,Mid valley,Government and Government Linked Companies (GLC),"1,001-10,000 employees",11 - 50 people,Crimson logic,9,10,6,2500,
29/07/2021 01:58:18,2021,Male,27,Malaysian,Malaysia,Selangor,Kota Damansara,Undergraduate Degree,Electrical & Electronic Engineering,University Malaysia Pahang,Yes,No,No,,,Mobile Apps Developer,MYR,2900.00,0.00,0,18,"Dental Claim, Remote Work, Company Laptop","Flutter, .NET",Kota Damansara,Financial Services,1-10 employees,2 - 10 people,,6,2,1,2500,
